movieId,ml_title,search_title,year,tmdb_id,tmdb_title,poster_url,overview,tagline,tmdb_genres,keywords,cast,director,runtime,popularity,vote_average,vote_count,release_date
2746,Little Shop of Horrors (1986),Little Shop of Horrors,1986,10776,Little Shop of Horrors,https://image.tmdb.org/t/p/w500/mY1ziATo4PNl9VkuaeTT8nMSDQq.jpg,"Seymour Krelborn is a nerdy orphan working at Mushnik's; a flower shop in urban Skid Row. He harbors a crush on fellow co-worker, Audrey Fulquard, and is berated by Mr. Mushnik daily. One day, Seymour finds a very mysterious unidentified plant which he calls Audrey II. The plant seems to have a craving for blood and soon begins to sing for it’s supper.",A singing plant. A daring hero. A sweet girl. A demented dentist. It's the most outrageous musical comedy in years.,Horror|Comedy,assistant|investigation|solar eclipse|florist|aggression|nerd|bloodthirstiness|plant|success|musical|based on play or musical|blonde|carnivorous plant|laughing gas|remake|crush|animated scene|puppetry|creature|motorcycle|eclipse|dentist|death|bum|killer plant|homoeroticism|skid row|based on movie|plant food|inept assistant|man eating plant|horror musical,Rick Moranis|Ellen Greene|Vincent Gardenia|Levi Stubbs|Steve Martin,Frank Oz,94,4.5238,6.965,1619,1986-12-19
2747,"Little Shop of Horrors, The (1960)","Little Shop of Horrors, The",1960,24452,The Little Shop of Horrors,https://image.tmdb.org/t/p/w500/s9MrumN9oCfv1rFoEvMLwucWD7V.jpg,"Seymour works in a skid row florist shop and is in love with his beautiful co-worker, Audrey. He creates a new plant that not only talks but cannot survive without human flesh and blood.",The funniest picture this year!,Horror|Comedy|Fantasy,flower shop|aggression|dark comedy|bloodthirstiness|carnivorous plant|black and white|killer plant|dismemberment|eaten alive|man eating plant|absurd|joyful,Jonathan Haze|Jackie Joseph|Mel Welles|Dick Miller|Myrtle Vail,Roger Corman,73,1.2684,6.275,461,1960-05-04
2748,Allan Quartermain and the Lost City of Gold (1987),Allan Quartermain and the Lost City of Gold,1987,,,,,,,,,,,,,,
2749,"Morning After, The (1986)","Morning After, The",1986,31924,The Morning After,https://image.tmdb.org/t/p/w500/kxuR1RpAUWRHKzCwbjg2bw6RTGI.jpg,"Failed actress Alex Sternbergen wakes up hungover one morning in an apartment she does not recognize, unable to remember the previous evening -- and with a dead body in bed next to her. As she tries to piece together the events of the night, Alex cannot totally rely on friends or her estranged husband, Joaquin, for assistance. Only a single ally, loner ex-policeman Turner Kendall, can help her escape her predicament and find the true killer.",Last night she drank to forget. Today she woke up to a murder. Is he her last hope or the last man she should trust?,Thriller|Mystery|Romance|Crime,blackout|head injury|ex-cop|dead body|alcohol abuse|set up|nancy drew,Jane Fonda|Jeff Bridges|Raúl Juliá|Diane Salinger|Richard Foronjy,Sidney Lumet,102,0.9498,5.946,134,1986-12-25
2750,Radio Days (1987),Radio Days,1987,30890,Radio Days,https://image.tmdb.org/t/p/w500/ljZ3yyYznAiq1vF6nHITdJn6qXB.jpg,"The Narrator tells us how the radio influenced his childhood in the days before TV. In the New York City of the late 1930s to the New Year's Eve 1944, this coming-of-age tale mixes the narrator's experiences with contemporary anecdotes and urban legends of the radio stars.",Tuning in.,Comedy|Drama,beach|world war ii|musical|nostalgia|coming of age|coney island|working class|binoculars|1940s|1930s|cigarette girl|old time radio,Danny Aiello|Jeff Daniels|Mia Farrow|Seth Green|Robert Joy,Woody Allen,89,1.2507,7.043,647,1987-01-30
2751,From the Hip (1987),From the Hip,1987,24081,From the Hip,https://image.tmdb.org/t/p/w500/jkwzakMmaasylJc2Uj9LvL8bSOk.jpg,"Apprentice lawyer Robin Weathers turns a civil suit into a headline grabbing charade. He must reexamine his scruples after his shenanigans win him a promotion in his firm, and he must now defend a college professor who is appearantly guilty of murder.",Getting To The Top Means Working Like A Dog!,Comedy|Drama,impotence|lawyer|defense attorney|murder trial|trial lawyer|college professor|courtroom drama|civil suit|apprentice lawyer|murder of a prostitute|attorney|attorney client privilege|guilty client,Judd Nelson|Elizabeth Perkins|John Hurt|Darren McGavin|Dan Monahan,Bob Clark,111,0.8565,5.878,45,1987-02-06
2752,Outrageous Fortune (1987),Outrageous Fortune,1987,20242,Outrageous Fortune,https://image.tmdb.org/t/p/w500/bZdQaa9HymxGfjBo3mFhhpWXVeG.jpg,"Refined actress Lauren Ames finally has a chance to study with the great theatre professor Stanislav Korzenowski. Sandy Brozinsky, a brash, loud actress, decides through happenstance to also study with Korzenowski. The two women end up dating the same man (who turns out to be a double agent) and follow him across the country to force him to choose between them.","The CIA is trailing them, the KGB is tracking them, the phone company is tracing them, the police are chasing them, the cowboys are herding them, and the Indians are hunting them.  Are they going to fall for all of that?",Comedy,central intelligence agency (cia)|new mexico|kgb|fake death,Shelley Long|Bette Midler|Peter Coyote|Robert Prosky|John Schuck,Arthur Hiller,100,1.0719,6.008,126,1987-01-30
2753,"Bedroom Window, The (1987)","Bedroom Window, The",1987,39074,The Bedroom Window,https://image.tmdb.org/t/p/w500/7JT5mzLBuABKqDNvCvfnjrvYQC6.jpg,"Baltimore, Maryland. Sylvia sees a girl being attacked from her lover Terry's bedroom window. The assailant flees and his victim is saved. But that same night another girl is found murdered.",A violent crime. A secret affair. A single witness.,Drama|Thriller,"baltimore, usa|strangler|extramarital affair|murder investigation|employer employee relationship|secret relationship|neo-noir|crime witness",Steve Guttenberg|Elizabeth McGovern|Isabelle Huppert|Paul Shenar|Carl Lumbly,Curtis Hanson,114,1.7148,6.338,145,1987-01-16
2754,Deadtime Stories (1987),Deadtime Stories,1987,,,,,,,,,,,,,,
2755,Light of Day (1987),Light of Day,1987,2115,Light of Day,https://image.tmdb.org/t/p/w500/hFXnASDyZd3i9TOuBPUtJRvfZsK.jpg,Cleveland siblings rise with a rock band while coping with personal problems.,"When your family is closing you in, music may be the only way out.",Music|Drama,rock 'n' roll|sibling relationship|parent child relationship|cleveland|musical|cancer|conflict,Michael J. Fox|Gena Rowlands|Joan Jett|Michael McKean|Thomas G. Waites,Paul Schrader,107,0.957,5.569,58,1987-02-06
2756,Wanted: Dead or Alive (1987),Wanted: Dead or Alive,1987,23599,Wanted: Dead or Alive,https://image.tmdb.org/t/p/w500/3aW1EJYJ7C3ZLLF1KlvCE5PS3U1.jpg,"Nick Randall is a Los Angeles-based bounty hunter and an ex-CIA operative who is asked by a former co-worker to help track down terrorist Malak Al Rahim. However, Malak Al Rahim is also looking for Randall, forcing a showdown on the waterfront.",Nick Randall is a loner. A legend. A bounty hunter. He's the best there is at the job he hates.,Action|Crime,bomb|arabian|terrorism,Rutger Hauer|Gene Simmons|Eli Danker|Nick Faltas|Robert Guillaume,Gary Sherman,104,0.7652,6.0,144,1987-01-16
2757,Frances (1982),Frances,1982,3526,Frances,https://image.tmdb.org/t/p/w500/eyUq8VBgoHncr0cXFTKgg3VPyfi.jpg,The true story of Frances Farmer's meteoric rise to fame in Hollywood and the tragic turn her life took when she was blacklisted.,"Her story is shocking, disturbing, compelling... and true.",Drama,strong woman|falsely accused|insanity|movie business|feminism|biography|based on true story|evil mother|psychiatric hospital|female protagonist|hollywood|wrongful imprisonment|lost love|wrongful arrest|wrongful conviction|wrong diagnosis|lobotomy|frances farmer|power abuse|mother daughter relationship,Jessica Lange|Sam Shepard|Kim Stanley|Bart Burns|Christopher Pennock,Graeme Clifford,140,1.9301,6.89,123,1982-12-03
2758,Plenty (1985),Plenty,1985,41166,Plenty,https://image.tmdb.org/t/p/w500/x45XteYF8kw1GvwHWgJ2Kizyfnq.jpg,David Hare's account of a one-time French freedom fighter who gradually realizes that her post-war life is not meeting her expectations.,To know the pleasure of power. To feel the heat of passion. To stretch life to the absolute limit. She would settle for nothing less.,Drama|Romance,based on play or musical|french resistance|post-war england|1940s|1950s,Meryl Streep|Tracey Ullman|John Gielgud|Sting|Ian McKellen,Fred Schepisi,124,1.038,5.74,48,1985-09-20
2759,Dick (1999),Dick,1999,16406,Dick,https://image.tmdb.org/t/p/w500/aBG4XoK5xkujl4crloPs6bStl4m.jpg,"Two high school girls wander off during a class trip to the White House and meet President Richard Nixon. They become the official dog walkers for Nixon's dog Checkers, and become his secret advisors during the Watergate scandal.",He was tricky. They were better.,Comedy|Adventure,"usa president|washington dc, usa|the white house|1970s|richard nixon|watergate|drugged cookie|playful",Kirsten Dunst|Michelle Williams|Dan Hedaya|Will Ferrell|Bruce McCulloch,Andrew Fleming,94,1.6998,5.946,297,1999-08-04
2760,"Gambler, The (A Játékos) (1997)","Gambler, The (A Játékos)",1997,197239,The Gambler,https://image.tmdb.org/t/p/w500/oP1vQ5FCIsdhapw8cqeFqqB8PdF.jpg,"Under pressure from his publisher, Russian novelist Fyodor Dostoyevsky gets work on his latest piece, 'Rouletenberg'. In the 27 days it takes for him to complete the novel reality and fiction become blurred; in this feverish atmosphere of excess Dostoyevsky's characters come to life as he struggles to complete his work.","In the grip of obsession, reason is suspended.",Drama|Romance,,Michael Gambon|Jodhi May|Polly Walker|Dominic West|Luise Rainer,Károly Makk,97,0.7693,4.778,9,1997-10-30
2761,"Iron Giant, The (1999)","Iron Giant, The",1999,10386,The Iron Giant,https://image.tmdb.org/t/p/w500/ct04FCFLPImNG5thcPLRnVsZlmS.jpg,"In the small town of Rockwell, Maine in October 1957, a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices.",It came from outer space!,Animation|Drama|Family|Science Fiction,friendship|small town|based on novel or book|self sacrifice|cold war|villain|alien|meteorite|giant robot|robot|autumn|fear of unknown|1950s|mother son relationship|awestruck|euphoric|hopeful,Jennifer Aniston|Harry Connick Jr.|Vin Diesel|James Gammon|Cloris Leachman,Brad Bird,86,6.6646,7.953,6147,1999-08-06
2762,"Sixth Sense, The (1999)","Sixth Sense, The",1999,745,The Sixth Sense,https://image.tmdb.org/t/p/w500/vOyfUXNFSnaTk7Vk5AjpsKTUWsu.jpg,"Following an unexpected tragedy, child psychologist Malcolm Crowe meets a nine year old boy named Cole Sear, who is hiding a dark secret.",Not every gift is a blessing.,Mystery|Thriller|Drama,"dying and death|child abuse|philadelphia, pennsylvania|sense of guilt|afterlife|marriage crisis|loss of loved one|confidence|psychology|paranormal phenomena|single|psychological thriller|cowardliness|single mother|school play|ghost|kids|spiritism|somber|anxious|supernatural horror|ghost child|psychological horror|dramatic|suspenseful|supernatural thriller",Bruce Willis|Haley Joel Osment|Toni Collette|Olivia Williams|Trevor Morgan,M. Night Shyamalan,107,11.9533,7.952,12828,1999-08-06
2763,"Thomas Crown Affair, The (1999)","Thomas Crown Affair, The",1999,913,The Thomas Crown Affair,https://image.tmdb.org/t/p/w500/5yqs1MVlqdIg1DY5adC5jFx3d7j.jpg,"Bored billionaire executive Thomas Crown decides to plan a robbery and assigns a professional agent with the right information to the job. However, Crown is soon betrayed yet cannot blow his cover as he’s fallen in love.",How do you get the man who has everything?,Drama|Crime|Romance,detective|museum|gang of thieves|heist|remake|billionaire|art thief|cat and mouse|insurance investigator|martinique|claude monet|glider|stolen painting|female psychiatrist|thrill seeker|art heist|catamaran|battle of wits|seductive|famous painting|diversion|art forger,Pierce Brosnan|Rene Russo|Denis Leary|Frankie Faison|Faye Dunaway,John McTiernan,113,3.9493,6.75,1350,1999-08-06
2764,"Thomas Crown Affair, The (1968)","Thomas Crown Affair, The",1968,912,The Thomas Crown Affair,https://image.tmdb.org/t/p/w500/oODAwa2AK3fXvK93GCbq7dFLZPi.jpg,"Bored young businessman Thomas Crown decides to plan a robbery and assigns a professional agent with the right information to the job. However, Crown is soon betrayed yet cannot blow his cover as he’s fallen in love.",McQueen and Dunaway... partners in crime.,Crime|Romance,plan|businessman|in love with enemy|boredom|hold-up robbery|insurance fraud|heist|theft|millionaire|insurance agent,Steve McQueen|Faye Dunaway|Paul Burke|Jack Weston|Biff McGuire,Norman Jewison,102,2.9088,6.772,576,1968-06-26
2765,"Acid House, The (1998)","Acid House, The",1998,12229,The Acid House,https://image.tmdb.org/t/p/w500/o0KvKCgxMFccx3SzDI3p2218921.jpg,"A surreal triptych adapted by ""Trainspotting"" author Irvine Welsh from his acclaimed collection of short stories. Combining a vicious sense of humor with hard-talking drama, the film reaches into the hearts and minds of the chemical generation, casting a dark and unholy light into the hidden corners of the human psyche.",,Comedy|Drama,baby|based on novel or book|flying|scotland|ecstasy|nightclub|loser|lsd|controversy|god|football (soccer)|drugs|extramarital affair|based on short story|multiple storylines|football (soccer) team|acid,Ewen Bremner|Kevin McKidd|Stephen McCole|Jemma Redgrave|Martin Clunes,Paul McGuigan,107,1.0999,6.252,135,1998-12-31
2766,"Adventures of Sebastian Cole, The (1998)","Adventures of Sebastian Cole, The",1998,67323,The Adventures of Sebastian Cole,https://image.tmdb.org/t/p/w500/isgUjJ9dlDyUJqEWtFrNeQe1wMg.jpg,"Hank marries the divorced Joan, who's the mother of teens Sebastian and Jessica. After living with his new family for years, Hank announces that he's getting a sex change operation. The family deserts Hank, with Jessica going her own way and Sebastian staying with his mom. But Joan becomes an alcoholic, so Sebastian moves back in with Hank — now Henrietta — who turns out to be far more supportive than anyone else.","A movie about sex, rebellion and a stepfather named Henrietta.",Comedy|Drama,sex change|new york state|lgbt|father son relationship|teenage protagonist,Adrian Grenier|Clark Gregg|Aleksa Palladino|Margaret Colin|John Shea,Tod Williams,99,0.5187,5.263,19,1998-09-11
2767,Illuminata (1998),Illuminata,1998,91076,Illuminata,https://image.tmdb.org/t/p/w500/vovb7pbU3CkKjfcmOxwz7AMbpCX.jpg,"It's the start of the 20th century, and Tuccio, resident playwright of a theatre repertory company offers the owners of the company his new play, ""Illuminata"". They reject it, saying it's not finished, and intrigue starts that involves influential critic Bevalaqua, theatre star Celimene, young lead actors and other theatre residents",The Story of Imperfect Love…,Drama|Comedy,playwright|critic,John Turturro|Christopher Walken|Susan Sarandon|Rufus Sewell|Beverly D'Angelo,John Turturro,119,0.7268,5.5,23,1998-05-21
2768,Stiff Upper Lips (1998),Stiff Upper Lips,1998,89861,Stiff Upper Lips,https://image.tmdb.org/t/p/w500/3BKL5t6z6kudeDmuwYiIF5dzAV8.jpg,"Stiff Upper Lips is a broad parody of British period films, especially the lavish Merchant-Ivory productions of the 'eighties and early 'nineties. Although it specifically targets A Room with a View, Chariots of Fire, Maurice, A Passage to India, and many other films, in a more general way Stiff Upper Lips satirises popular perceptions of certain Edwardian traits: propriety, sexual repression, xenophobia, and class snobbery.",This sexual awakening... turns into a hilarious nightmare!,Comedy,italy|victorian england|young woman,Georgina Cates|Peter Ustinov|Prunella Scales|Samuel West|Sean Pertwee,Gary Sinyor,99,0.6368,5.583,12,1998-06-12
2769,"Yards, The (1999)","Yards, The",1999,,,,,,,,,,,,,,
2770,Bowfinger (1999),Bowfinger,1999,11353,Bowfinger,https://image.tmdb.org/t/p/w500/iGuiFYEYwFkaRPl3FgLJYEm6dWq.jpg,"On the verge of bankruptcy and desperate for his big break, aspiring filmmaker Bobby Bowfinger concocts a crazy plan to make his ultimate dream movie. Rallying a ragtag team that includes a starry-eyed ingenue, a has-been diva and a film studio gofer, he sets out to shoot a blockbuster featuring the biggest star in Hollywood, Kit Ramsey -- only without letting Ramsey know he's in the picture.",The con is on.,Comedy,"movie business|celebrity|fame|hollywood|los angeles, california|filmmaking|hilarious|amused",Steve Martin|Eddie Murphy|Heather Graham|Christine Baranski|Jamie Kennedy,Frank Oz,97,2.5386,6.183,944,1999-08-12
2771,Brokedown Palace (1999),Brokedown Palace,1999,17707,Brokedown Palace,https://image.tmdb.org/t/p/w500/pWxoggA0KCS5oMPDOjIDYZYzryE.jpg,"Best friends Alice and Darlene take a trip to Thailand after graduating high school. In Thailand, they meet a captivating Australian man, who calls himself Nick Parks. Darlene is particularly smitten with Nick and convinces Alice to take Nick up on his offer to treat the two of them to what amounts to a day trip to Hong Kong. In the airport, the girls are seized by the police and shocked to discover that one of their bags contains heroin.","Their graduation present was a trip to paradise, but they never thought they would land in hell.",Drama|Thriller|Mystery,prison|thailand|vacation|drugs|injustice|trip,Claire Danes|Kate Beckinsale|Bill Pullman|Jacqueline Kim|Lou Diamond Phillips,Jonathan Kaplan,100,2.2843,6.435,407,1999-08-13
2772,Detroit Rock City (1999),Detroit Rock City,1999,9781,Detroit Rock City,https://image.tmdb.org/t/p/w500/jedOctnsD20K4IvOeh5jG811B8L.jpg,"In 1978, a Kiss concert was an epoch-making event. For the four teen fans in Detroit Rock City getting tickets to the sold-out show becomes the focal point of their existence. They'll do anything for tickets -- compete in a strip club's amateur-night contest, take on religious protesters, even rob a convenience store!",Kiss the rules goodbye.,Comedy|Music|Adventure,"parent child relationship|1970s|kiss|drugs|detroit, michigan",Giuseppe Andrews|James DeBello|Edward Furlong|Sam Huntington|Lin Shaye,Adam Rifkin,95,1.8669,6.755,451,1999-08-13
2773,Alice and Martin (Alice et Martin) (1998),Alice and Martin (Alice et Martin),1998,102489,Alice and Martin,https://image.tmdb.org/t/p/w500/9IwtR0iolypfZbDrPk3xB7A9fKh.jpg,"Martin, the illegitimate son of an industrialist and a hairdresser, was sent to live with his wealthy father in the countryside as a young boy. Alice is a musician living with Martin's half-brother in Paris. When Martin shows up at Alice's door after fleeing his father's home under troubled circumstances, their lives become intertwined.",,Drama|Romance,"paris, france|male model|granada, spain",Juliette Binoche|Alexis Loret|Mathieu Amalric|Carmen Maura|Jean-Pierre Lorit,André Téchiné,124,0.4309,5.65,30,1998-10-23
2774,Better Than Chocolate (1999),Better Than Chocolate,1999,18212,Better Than Chocolate,https://image.tmdb.org/t/p/w500/7FC2UK7MyEwlmbJGCIIFg4U7VPU.jpg,"Not long after moving into her own place, Maggie finds herself with two unsolicited roommates: her recently divorced mother, Lila, and her young brother. The timing is especially bad, considering Maggie has fallen hard for an attractive woman, Kim, only hours before they move in. What could be a nonissue becomes increasingly complicated -- since Maggie's family is unaware of her sexual orientation, and Maggie is not open to sharing that information.",A delicious romantic comedy.,Drama|Romance|Comedy,coming out|canada|transsexuality|eroticism|lesbian relationship|lesbian sex|lgbt|vancouver|woman director,Karyn Dwyer|Christina Cox|Wendy Crewson|Ann-Marie MacDonald|Peter Outerbridge,Anne Wheeler,101,0.8694,6.014,105,1999-07-08
2775,Head On (1998),Head On,1998,13817,Head On,https://image.tmdb.org/t/p/w500/7kOpfb9oCiDP7LUWbthZhzjnh1J.jpg,"Nineteen-year-old Ari confronts both his sexuality and his Greek family. Ari despises his once-beloved parents, former radical activists, for having entombed themselves in insular tradition. Ari is obsessed with gay sex, although he does make an unenthusiastic attempt to satisfy the sister of one of his best friends. While all of this is going on, he's facing problems with his traditional Greek parents, who have no clue about his sexual activities.",Full on. All night. Come on.,Drama,"bisexuality|melbourne, australia|drugs|lgbt|woman director|gay theme",Alex Dimitriades|Paul Capsis|Julian Garner|Elena Mandalis|Tony Nikolakopoulos,Ana Kokkinos,104,0.7283,6.254,63,1998-08-13
2776,"Marcello Mastroianni: I Remember Yes, I Remember (1997)","Marcello Mastroianni: I Remember Yes, I Remember",1997,,,,,,,,,,,,,,
2777,Cobra (1925),Cobra,1925,38715,Cobra,https://image.tmdb.org/t/p/w500/4udCI4SwSR7aQgtK919VwyrRlb4.jpg,"Rodrigo, an impoverished Italian nobleman takes a job with a New York antique dealer he met overseas. Swearing off women, Rodrigo focuses on his job. But complications arise when he falls in love with his friend's secretary-- and his friend's wife looks to make a date with him.",,Drama|Romance,nobility|italian count,Rudolph Valentino|Nita Naldi|Casson Ferguson|Gertrude Olmstead|Hector Sarno,Joseph Henabery,76,0.3106,5.6,15,1925-01-02
2778,Never Talk to Strangers (1995),Never Talk to Strangers,1995,48781,Never Talk to Strangers,https://image.tmdb.org/t/p/w500/naZWa06duMvKr4dLrPGgl9yrPZ1.jpg,"Sarah Taylor, a police psychologist, meets a mysterious and seductive young man, Tony Ramirez, and falls in love with him. As a cause of this relationship, she changes her personality when she begins to receive anonymous telephone calls.","In A World Where Love Isn't Always Safe, Trust Can Be Deadly.",Thriller|Romance,police|telephone|love|police psychologist|erotic thriller,Rebecca De Mornay|Antonio Banderas|Dennis Miller|Len Cariou|Harry Dean Stanton,Peter Hall,86,1.2864,5.318,195,1995-10-20
2779,Heaven Can Wait (1978),Heaven Can Wait,1978,12185,Heaven Can Wait,https://image.tmdb.org/t/p/w500/h1yOiO9cow6gwmGxSAWvPdY4lhJ.jpg,"Joe Pendleton is a quarterback preparing to lead his team to the superbowl when he is almost killed in an accident. An overanxious angel plucks him to heaven only to discover that he wasn't ready to die, and that his body has been cremated. A new body must be found, and that of a recently-murdered millionaire is chosen. His wife and accountant—the murderers—are confused by this development, as he buys the L.A. Rams in order to once again quarterback them into the Superbowl.",Joe Pendleton... the only guy who ever raised Hell about going to Heaven.,Fantasy|Comedy|Romance,"infidelity|sports|afterlife|american football|based on play or musical|remake|los angeles, california|quarterback|super bowl|environmental activist",Warren Beatty|Julie Christie|James Mason|Jack Warden|Charles Grodin,Buck Henry|Warren Beatty,101,1.6719,6.6,440,1978-06-28
2780,"Raven, The (1963)","Raven, The",1963,29056,The Raven,https://image.tmdb.org/t/p/w500/tt7m22ki1raa0NrvesawJgsQ4Jn.jpg,A magician who has been turned into a raven turns to a former sorcerer for help.,The Macabre Masterpiece of Terror!,Comedy|Horror|Fantasy|Drama,"magic|castle|sorcery|parody|sorcerer|duel|based on song, poem or rhyme|horse carriage|raven|wizard|magician",Vincent Price|Peter Lorre|Boris Karloff|Hazel Court|Olive Sturgess,Roger Corman,86,1.3676,6.3,280,1963-01-25
2781,"Tingler, The (1959)","Tingler, The",1959,26857,The Tingler,https://image.tmdb.org/t/p/w500/jDuKIccxR0lsdWlYuWiu03hkwnN.jpg,A pathologist experiments with a deaf-mute woman who is unable to scream to prove that humans die of fright due to an organism he names The Tingler that lives within each person on the spinal cord and is suppressed only when people scream when scared.,Ghastly Beyond Belief!,Horror|Science Fiction,adultery|deaf-mute|lsd|autopsy|cheat on husband|black and white|creature|scientist|pathologist|human experiment|fright|adulterous wife|spinal column|psychotronic film|movie theater|frightened woman|gimmick|weird tale|weird science|spine breaker,Vincent Price|Philip Coolidge|Judith Evelyn|Darryl Hickman|Pamela Lincoln,William Castle,82,0.716,6.4,194,1959-07-29
2782,Pit and the Pendulum (1961),Pit and the Pendulum,1961,28501,The Pit and the Pendulum,https://image.tmdb.org/t/p/w500/6hOTmFaePluI5eicY4XTv6hg0T0.jpg,"In the sixteenth century, Francis Barnard travels to Spain to clarify the strange circumstances of his sister's death after she had married the son of a cruel Spanish Inquisitor.",Betrayal cuts both ways!,Horror|Mystery|Drama,spain|inquisition|insanity|supernatural|castle|buried alive|flashback|gothic horror|secret door|madness|torturer|spanish inquisition|pendelum|iron maiden|14th century,Vincent Price|John Kerr|Barbara Steele|Luana Anders|Antony Carbone,Roger Corman,80,0.8952,6.857,382,1961-08-12
2783,"Tomb of Ligeia, The (1965)","Tomb of Ligeia, The",1965,29030,The Tomb of Ligeia,https://image.tmdb.org/t/p/w500/j8gc33Q97xorBvnMUQLXs9Yla0H.jpg,"Verden Fell is shattered after the death of his lovely wife. But, after an unexpected encounter with Lady Rowena Trevanion, Fell soon finds himself married again. Nevertheless, his late wife's spirit seems to hang over the dilapidated abbey that Fell shares with his new bride. Lady Rowena senses that something is amiss and, when she investigates, makes a horrifying discovery -- learning that Fell's dead wife is closer than she ever imagined possible.","Even on her wedding night she must share the man she loved with the ""female thing"" that lived in the Tomb of the Cat!",Horror|Drama,based on novel or book|cat|black cat|tomb,Vincent Price|Elizabeth Shepherd|John Westbrook|Derek Francis|Oliver Johnston,Roger Corman,81,0.5053,6.343,182,1964-11-01
2784,"Masque of the Red Death, The (1964)","Masque of the Red Death, The",1964,25319,The Masque of the Red Death,https://image.tmdb.org/t/p/w500/sSYceyGZrWskWDsn3MHtipJ1wFM.jpg,"A European prince terrorizes the local peasantry while using his castle as a refuge against the ""Red Death"" plague that stalks the land.",Horror has a face.,Drama|Horror,sacrifice|village|prince|castle|satanism|revenge|murder|tragic villain|massacre|middle ages (476-1453)|evil prince|medieval|satanic ritual|plague|devil worship,Vincent Price|Hazel Court|Jane Asher|David Weston|Nigel Green,Roger Corman,90,1.0144,6.6,356,1964-09-16
2785,Tales of Terror (1962),Tales of Terror,1962,29074,Tales of Terror,https://image.tmdb.org/t/p/w500/itHjXJLzxeUsPsruQV3r79egxaO.jpg,"Three stories adapted from the work of Edgar Allen Poe:  1) A man and his daughter are reunited, but the blame for the death of his wife hangs over them, unresolved.  2) A derelict challenges the local wine-tasting champion to a competition, but finds the man's attention to his wife worthy of more dramatic action.  3) A man dying and in great pain agrees to be hypnotized at the moment of death, with unexpected consequences.",A Trilogy of Shock and Horror!,Horror|Comedy|Mystery|Thriller,cat|spider|reincarnation|vase|buried alive|wine|anthology|murder|zombie|corpse|extramarital affair|drunk|hypnotist|tomb,Vincent Price|Peter Lorre|Basil Rathbone|Debra Paget|Maggie Pierce,Roger Corman,89,0.7139,6.663,205,1962-07-04
2786,Haunted Honeymoon (1986),Haunted Honeymoon,1986,24103,Haunted Honeymoon,https://image.tmdb.org/t/p/w500/jBCucUiw7Incipok1xvUa9AVhW.jpg,"Radio personalities Larry Abbot and Vickie Pearle are stars of a mystery show. Since they announced their engagement, Larry has been plagued by speech problems and, seeking out an unconventional cure, he returns to his boyhood home, a mansion in the countryside, bringing Vickie along. Larry reunites with numerous family members, but discovers that there are sinister things afoot within the walls of the creepy estate.",…A Comedy Chiller,Comedy|Horror|Mystery,monster|lightning|fight|magic|drag queen|sarcasm|castle|radio|satire|money|murder|dress|trance|radio program|werewolf|corpse|murderer|thunderstorm|scare|estate|thunder|dancing corpse|drag|creepy|magician|artificial lightning,Gene Wilder|Gilda Radner|Dom DeLuise|Jonathan Pryce|Eve Ferret,Gene Wilder,82,1.0669,5.424,170,1986-07-25
2787,Cat's Eye (1985),Cat's Eye,1985,10552,Cat's Eye,https://image.tmdb.org/t/p/w500/kKyq7izpMkmr8sT2nLic5qAuJPo.jpg,"Three short stories linked by a stray cat that roams from one tale to the next, in this creepy triptych that begins as Dick tries to quit smoking by any means necessary. Next, we meet Johnny, an adulterous man who's forced by his lover's husband onto a building's hazardous ledge. Finally, Amanda is threatened by an evil gnome who throws suspicion on the family cat.",Follow the newest cat-and-creature game as played through.,Horror|Thriller,adultery|monster|cat|smoking|menace|anthology|atlantic city|troll|based on short story|pets|horror anthology,Drew Barrymore|James Woods|Alan King|Kenneth McMillan|Robert Hays,Lewis Teague,94,3.1262,6.722,724,1985-04-12
2788,And Now for Something Completely Different (1971),And Now for Something Completely Different,1971,9267,And Now for Something Completely Different,https://image.tmdb.org/t/p/w500/ajbdFQLvJTlNu4LnVWGnNMb4mZ8.jpg,A collection of Monty Python's Flying Circus skits from the first two seasons of their British TV series.,If the Motion Picture Industry dies… Monty Python killed it!,Comedy,blackmail|stupidity|spoof|compilation|lumberjack|sketch comedy|dead parrot|twit|intentional mistranslation|foot race|obstacle course|anarchic comedy,Graham Chapman|John Cleese|Terry Gilliam|Eric Idle|Terry Jones,Ian MacNaughton,88,1.0887,7.216,581,1971-09-28
2789,Damien: Omen II (1978),Damien: Omen II,1978,10766,Damien - Omen II,https://image.tmdb.org/t/p/w500/nZBPvfAgy0GBTEw9YxAuWhoPj96.jpg,"Since the sudden and suspicious deaths of his parents, young Damien has been in the charge of his wealthy aunt and uncle and enrolled in a military school. Widely feared to be the Antichrist, he relentlessly plots to seize control of his uncle's business empire — and the world.",The first time was only a warning.,Horror|Thriller,"chicago, illinois|prophecy|secret identity|devil's son|sequel|anti-christ|occult|raven|military academy|baffled",William Holden|Lee Grant|Jonathan Scott-Taylor|Robert Foxworth|Nicholas Pryor,Don Taylor,107,2.3593,6.42,810,1978-06-09
2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)","Final Conflict, The (a.k.a. Omen III: The Final Conflict)",1981,,,,,,,,,,,,,,
